Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Complex Method,Cyclomatic complexity of the method is 17,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Long Statement,The length of the statement "addMoves(Piece.KING`ai.kingIndex[us]`Long.numberOfTrailingZeros(kingCastlingDestination)`false`Move.TYPE_KINGSIDE_CASTLING);" is 124.,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Long Statement,The length of the statement "addMoves(Piece.KING`ai.kingIndex[us]`Long.numberOfTrailingZeros(queenCastlingDestination)`false`Move.TYPE_QUEENSIDE_CASTLING);" is 126.,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Magic Number,The method contains a magic number: 8,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Magic Number,The method contains a magic number: 8,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Magic Number,The method contains a magic number: 16,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Magic Number,The method contains a magic number: 16,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Magic Number,The method contains a magic number: 8,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Magic Number,The method contains a magic number: 8,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Magic Number,The method contains a magic number: 16,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,generateMoves,Magic Number,The method contains a magic number: 16,27
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,addMoves,Complex Conditional,The conditional expression pieceMoved == Piece.PAWN && (toIndex < 8 || toIndex >= 56) is complex.,115
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,addMoves,Long Parameter List,The method has 5 parameters. ,115
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,addMoves,Magic Number,The method contains a magic number: 8,115
carballo,com.alonsoruibal.chess.movegen,MagicMoveGenerator,addMoves,Magic Number,The method contains a magic number: 56,115
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 6,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 9,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 3,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 12,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 12,53
carballo,com.alonsoruibal.chess.book,JSONBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,53
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 6,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 9,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 3,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 12,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 12,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,31
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Empty catch clause,The method has an empty catch block.,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Long Statement,The length of the statement "key=((((long)arrayBuffer.get(pos++)) << 56) | (((long)arrayBuffer.get(pos++)) << 48) | (((long)arrayBuffer.get(pos++)) << 40)| (((long)arrayBuffer.get(pos++)) << 32)| (((long)arrayBuffer.get(pos++)) << 24)| (((long)arrayBuffer.get(pos++)) << 16)| (((long)arrayBuffer.get(pos++)) << 8)| ((long)arrayBuffer.get(pos++)));" is 318.,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 56,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 48,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 40,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 32,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 24,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 16,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 8,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 8,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 8,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 4,60
carballo,com.alonsoruibal.chess.book,ArrayBufferBook,generateMoves,Magic Number,The method contains a magic number: 8,60
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 6,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 9,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 3,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 12,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 12,38
carballo,com.alonsoruibal.chess.book,FileBook,int2MoveString,Magic Number,The method contains a magic number: 0x7,38
carballo,com.alonsoruibal.chess.book,FileBook,generateMoves,Empty catch clause,The method has an empty catch block.,68
carballo,com.alonsoruibal.chess.book,FileBook,generateMoves,Magic Number,The method contains a magic number: 8,68
carballo,com.alonsoruibal.chess,Board,Board,Magic Number,The method contains a magic number: 2,90
carballo,com.alonsoruibal.chess,Board,Board,Magic Number,The method contains a magic number: 32,90
carballo,com.alonsoruibal.chess,Board,startPosition,Long Identifier,The length of the field CHESS960_START_POSITIONS_BISHOPS is 32.,119
carballo,com.alonsoruibal.chess,Board,startPosition,Magic Number,The method contains a magic number: 0x0f,119
carballo,com.alonsoruibal.chess,Board,startPosition,Magic Number,The method contains a magic number: 4,119
carballo,com.alonsoruibal.chess,Board,startPosition,Magic Number,The method contains a magic number: 8,119
carballo,com.alonsoruibal.chess,Board,canCastleKingSide,Long Statement,The length of the statement "if (((whites | blacks) & (kingRoute | rookRoute) & ~rookOrigin& ~kingOrigin) == 0 && (ai.attackedSquaresAlsoPinned[1 - color] & kingRoute) == 0) {" is 146.,168
carballo,com.alonsoruibal.chess,Board,canCastleKingSide,Magic Number,The method contains a magic number: 2,168
carballo,com.alonsoruibal.chess,Board,canCastleKingSide,Magic Number,The method contains a magic number: 2,168
carballo,com.alonsoruibal.chess,Board,canCastleKingSide,Magic Number,The method contains a magic number: 2,168
carballo,com.alonsoruibal.chess,Board,canCastleQueenSide,Long Statement,The length of the statement "if (((whites | blacks) & (kingRoute | rookRoute) & ~rookOrigin& ~kingOrigin) == 0 && (ai.attackedSquaresAlsoPinned[1 - color] & kingRoute) == 0) {" is 146.,189
carballo,com.alonsoruibal.chess,Board,canCastleQueenSide,Magic Number,The method contains a magic number: 3,189
carballo,com.alonsoruibal.chess,Board,canCastleQueenSide,Magic Number,The method contains a magic number: 3,189
carballo,com.alonsoruibal.chess,Board,canCastleQueenSide,Magic Number,The method contains a magic number: 3,189
carballo,com.alonsoruibal.chess,Board,getPieceIntAt,Long Statement,The length of the statement "return ((pawns & square) != 0 ? Piece.PAWN : ((knights & square) != 0 ? Piece.KNIGHT : ((bishops & square) != 0 ? Piece.BISHOP : ((rooks & square) != 0 ? Piece.ROOK : ((queens & square) != 0 ? Piece.QUEEN : ((kings & square) != 0 ? Piece.KING : 0))))));" is 253.,246
carballo,com.alonsoruibal.chess,Board,getPieceAt,Long Statement,The length of the statement "char p=((pawns & square) != 0 ? 'p' : ((knights & square) != 0 ? 'n' : ((bishops & square) != 0 ? 'b' : ((rooks & square) != 0 ? 'r' : ((queens & square) != 0 ? 'q' : ((kings & square) != 0 ? 'k' : '.'))))));" is 208.,255
carballo,com.alonsoruibal.chess,Board,getPieceUnicodeAt,Long Statement,The length of the statement "return ((pawns & square) != 0 ? '♙' : ((knights & square) != 0 ? '♘' : ((bishops & square) != 0 ? '♗' : ((rooks & square) != 0 ? '♖' : ((queens & square) != 0 ? '♕' : ((kings & square) != 0 ? '♔' : '.'))))));" is 208.,265
carballo,com.alonsoruibal.chess,Board,getPieceUnicodeAt,Long Statement,The length of the statement "return ((pawns & square) != 0 ? '♟' : ((knights & square) != 0 ? '♞' : ((bishops & square) != 0 ? '♝' : ((rooks & square) != 0 ? '♜' : ((queens & square) != 0 ? '♛' : ((kings & square) != 0 ? '♚' : '.'))))));" is 208.,265
carballo,com.alonsoruibal.chess,Board,setPieceAt,Complex Method,Cyclomatic complexity of the method is 9,286
carballo,com.alonsoruibal.chess,Board,getFen,Complex Conditional,The conditional expression (j != 0) && (p != '.' || ((i & BitboardUtils.b_r) != 0)) is complex.,331
carballo,com.alonsoruibal.chess,Board,getFen,Complex Conditional,The conditional expression !getWhiteQueensideCastling() && !getWhiteKingsideCastling() && !getBlackQueensideCastling()&& !getBlackKingsideCastling() is complex.,331
carballo,com.alonsoruibal.chess,Board,getFen,Complex Method,Cyclomatic complexity of the method is 11,331
carballo,com.alonsoruibal.chess,Board,getFen,Long Statement,The length of the statement "if (!getWhiteQueensideCastling() && !getWhiteKingsideCastling() && !getBlackQueensideCastling()&& !getBlackKingsideCastling()) {" is 128.,331
carballo,com.alonsoruibal.chess,Board,setFenMove,Complex Conditional,The conditional expression whites != tmpWhites || blacks != tmpBlacks || pawns != tmpPawns || rooks != tmpRooks || queens != tmpQueens || bishops != tmpBishops || knights != tmpKnights || kings != tmpKings || (flags & FLAG_TURN) != (tmpFlags & FLAG_TURN) is complex.,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Complex Method,Cyclomatic complexity of the method is 35,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Empty catch clause,The method has an empty catch block.,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Empty catch clause,The method has an empty catch block.,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 7,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 59,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 56,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 59,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 63,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 4,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 4,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 5,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 5,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 2,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Magic Number,The method contains a magic number: 3,389
carballo,com.alonsoruibal.chess,Board,setFenMove,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@437d9e9c,389
carballo,com.alonsoruibal.chess,Board,toString,Long Statement,The length of the statement "sb.append(getWhiteKingsideCastling() ? " W:0-0" : "").append(getWhiteQueensideCastling() ? " W:0-0-0" : "").append(getBlackKingsideCastling() ? " B:0-0" : "").append(getBlackQueensideCastling() ? " B:0-0-0" : "");" is 213.,606
carballo,com.alonsoruibal.chess,Board,toString,Magic Number,The method contains a magic number: 8,606
carballo,com.alonsoruibal.chess,Board,doMove,Complex Conditional,The conditional expression moveType == Move.TYPE_PROMOTION_QUEEN || moveType == Move.TYPE_PROMOTION_KNIGHT || moveType == Move.TYPE_PROMOTION_BISHOP || moveType == Move.TYPE_PROMOTION_ROOK is complex.,682
carballo,com.alonsoruibal.chess,Board,doMove,Complex Conditional,The conditional expression (flags & FLAG_WHITE_KINGSIDE_CASTLING) != 0 && ((turn && pieceMoved == Piece.KING) || from == castlingRooks[0] || to == castlingRooks[0]) is complex.,682
carballo,com.alonsoruibal.chess,Board,doMove,Complex Conditional,The conditional expression (flags & FLAG_WHITE_QUEENSIDE_CASTLING) != 0 && ((turn && pieceMoved == Piece.KING) || from == castlingRooks[1] || to == castlingRooks[1]) is complex.,682
carballo,com.alonsoruibal.chess,Board,doMove,Complex Conditional,The conditional expression (flags & FLAG_BLACK_KINGSIDE_CASTLING) != 0 && ((!turn && pieceMoved == Piece.KING) || from == castlingRooks[2] || to == castlingRooks[2]) is complex.,682
carballo,com.alonsoruibal.chess,Board,doMove,Complex Conditional,The conditional expression (flags & FLAG_BLACK_QUEENSIDE_CASTLING) != 0 && ((!turn && pieceMoved == Piece.KING) || from == castlingRooks[3] || to == castlingRooks[3]) is complex.,682
carballo,com.alonsoruibal.chess,Board,doMove,Complex Method,Cyclomatic complexity of the method is 34,682
carballo,com.alonsoruibal.chess,Board,doMove,Long Method,The method has 174 lines of code.,682
carballo,com.alonsoruibal.chess,Board,doMove,Long Statement,The length of the statement "if (moveType == Move.TYPE_PROMOTION_QUEEN || moveType == Move.TYPE_PROMOTION_KNIGHT || moveType == Move.TYPE_PROMOTION_BISHOP || moveType == Move.TYPE_PROMOTION_ROOK) {" is 168.,682
carballo,com.alonsoruibal.chess,Board,doMove,Long Statement,The length of the statement "if ((flags & FLAG_WHITE_KINGSIDE_CASTLING) != 0 && ((turn && pieceMoved == Piece.KING) || from == castlingRooks[0] || to == castlingRooks[0])) {" is 144.,682
carballo,com.alonsoruibal.chess,Board,doMove,Long Statement,The length of the statement "if ((flags & FLAG_WHITE_QUEENSIDE_CASTLING) != 0 && ((turn && pieceMoved == Piece.KING) || from == castlingRooks[1] || to == castlingRooks[1])) {" is 145.,682
carballo,com.alonsoruibal.chess,Board,doMove,Long Statement,The length of the statement "if ((flags & FLAG_BLACK_KINGSIDE_CASTLING) != 0 && ((!turn && pieceMoved == Piece.KING) || from == castlingRooks[2] || to == castlingRooks[2])) {" is 145.,682
carballo,com.alonsoruibal.chess,Board,doMove,Long Statement,The length of the statement "if ((flags & FLAG_BLACK_QUEENSIDE_CASTLING) != 0 && ((!turn && pieceMoved == Piece.KING) || from == castlingRooks[3] || to == castlingRooks[3])) {" is 146.,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 8,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 8,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 8,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 8,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 16,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 8,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 8,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 16,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 8,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 8,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 2,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 2,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 3,682
carballo,com.alonsoruibal.chess,Board,doMove,Magic Number,The method contains a magic number: 3,682
carballo,com.alonsoruibal.chess,Board,isEndGame,Magic Number,The method contains a magic number: 99,938
carballo,com.alonsoruibal.chess,Board,isEndGame,Magic Number,The method contains a magic number: 99,938
carballo,com.alonsoruibal.chess,Board,isDraw,Long Statement,The length of the statement "return (pawns == 0 && rooks == 0 && queens == 0) && ((bishops == 0 && knights == 0) || (knights == 0 && Long.bitCount(bishops) == 1) || (bishops == 0 && (Long.bitCount(knights) == 1 || (Long.bitCount(knights) == 2 && (Long.bitCount(knights & whites) == 2 || Long.bitCount(knights & ~whites) == 2))))|| (knights == 0 && Long.bitCount(bishops & whites) == 1 && Long.bitCount(bishops & ~whites) == 1 && (BitboardUtils.getSameColorSquares(bishops & whites) & bishops & ~whites) != 0));" is 481.,961
carballo,com.alonsoruibal.chess,Board,isDraw,Magic Number,The method contains a magic number: 100,961
carballo,com.alonsoruibal.chess,Board,isDraw,Magic Number,The method contains a magic number: 2,961
carballo,com.alonsoruibal.chess,Board,isDraw,Magic Number,The method contains a magic number: 2,961
carballo,com.alonsoruibal.chess,Board,isDraw,Magic Number,The method contains a magic number: 2,961
carballo,com.alonsoruibal.chess,Board,isDraw,Magic Number,The method contains a magic number: 2,961
carballo,com.alonsoruibal.chess,Board,see,Long Statement,The length of the statement "return see(Move.getFromIndex(move)`Move.getToIndex(move)`Move.getPieceMoved(move)`Move.isCapture(move) ? Move.getPieceCaptured(this`move) : 0);" is 143.,996
carballo,com.alonsoruibal.chess,Board,see,Complex Conditional,The conditional expression ai.boardKey == getKey() && (ai.attackedSquares[them] & Move.getToSquare(move)) == 0 && (ai.mayPin[them] & Move.getFromSquare(move)) == 0 is complex.,1000
carballo,com.alonsoruibal.chess,Board,see,Long Statement,The length of the statement "if (ai.boardKey == getKey() && (ai.attackedSquares[them] & Move.getToSquare(move)) == 0 && (ai.mayPin[them] & Move.getFromSquare(move)) == 0) {" is 143.,1000
carballo,com.alonsoruibal.chess,Board,see,Complex Method,Cyclomatic complexity of the method is 10,1011
carballo,com.alonsoruibal.chess,Board,isPassedPawn,Long Statement,The length of the statement "return ((BitboardUtils.FILE[file] | BitboardUtils.FILES_ADJACENT[file]) & BitboardUtils.RANKS_UPWARDS[rank] & pawns& blacks) == 0;" is 130.,1065
carballo,com.alonsoruibal.chess,Board,isPassedPawn,Long Statement,The length of the statement "return ((BitboardUtils.FILE[file] | BitboardUtils.FILES_ADJACENT[file]) & BitboardUtils.RANKS_DOWNWARDS[rank] & pawns& whites) == 0;" is 132.,1065
carballo,com.alonsoruibal.chess,Board,isPassedPawn,Magic Number,The method contains a magic number: 3,1065
carballo,com.alonsoruibal.chess,Board,isPassedPawn,Magic Number,The method contains a magic number: 7,1065
carballo,com.alonsoruibal.chess,Board,isPassedPawn,Magic Number,The method contains a magic number: 7,1065
carballo,com.alonsoruibal.chess,Config,calculateErrorsFromElo,Magic Number,The method contains a magic number: 900,123
carballo,com.alonsoruibal.chess,Config,calculateErrorsFromElo,Magic Number,The method contains a magic number: 500,123
carballo,com.alonsoruibal.chess,Config,calculateErrorsFromElo,Magic Number,The method contains a magic number: 900,123
carballo,com.alonsoruibal.chess,Config,calculateErrorsFromElo,Magic Number,The method contains a magic number: 1600,123
carballo,com.alonsoruibal.chess,Config,calculateErrorsFromElo,Magic Number,The method contains a magic number: 500,123
carballo,com.alonsoruibal.chess,Config,calculateErrorsFromElo,Magic Number,The method contains a magic number: 100,123
carballo,com.alonsoruibal.chess,Config,calculateErrorsFromElo,Magic Number,The method contains a magic number: 1600,123
carballo,com.alonsoruibal.chess,Config,calculateErrorsFromElo,Magic Number,The method contains a magic number: 100,123
carballo,com.alonsoruibal.chess,Pgn,getPgn,Complex Method,Cyclomatic complexity of the method is 16,54
carballo,com.alonsoruibal.chess,Pgn,getPgn,Long Parameter List,The method has 6 parameters. ,54
carballo,com.alonsoruibal.chess,Pgn,getPgn,Long Statement,The length of the statement "sb.append("[Date \"").append(d.getYear() + 1900).append(".").append(d.getMonth() + 1).append(".").append(d.getDate()).append("\"]\n");" is 134.,54
carballo,com.alonsoruibal.chess,Pgn,getPgn,Magic Number,The method contains a magic number: 1900,54
carballo,com.alonsoruibal.chess,Pgn,getPgn,Magic Number,The method contains a magic number: 99,54
carballo,com.alonsoruibal.chess,Pgn,getPgn,Magic Number,The method contains a magic number: 80,54
carballo,com.alonsoruibal.chess,Pgn,parsePgn,Complex Conditional,The conditional expression "*".equals(el) || "1/2-1/2".equals(el) || "1-0".equals(el)|| "0-1".equals(el) is complex.,140
carballo,com.alonsoruibal.chess,Pgn,parsePgn,Complex Method,Cyclomatic complexity of the method is 28,140
carballo,com.alonsoruibal.chess,Pgn,parsePgn,Long Method,The method has 122 lines of code.,140
carballo,com.alonsoruibal.chess,Move,genMove,Long Parameter List,The method has 6 parameters. ,45
carballo,com.alonsoruibal.chess,Move,genMove,Long Statement,The length of the statement "return toIndex | fromIndex << 6 | pieceMoved << 12 | (capture ? CAPTURE_MASK : 0) | (check ? CHECK_MASK : 0) | moveType << 17;" is 126.,45
carballo,com.alonsoruibal.chess,Move,genMove,Magic Number,The method contains a magic number: 6,45
carballo,com.alonsoruibal.chess,Move,genMove,Magic Number,The method contains a magic number: 12,45
carballo,com.alonsoruibal.chess,Move,genMove,Magic Number,The method contains a magic number: 17,45
carballo,com.alonsoruibal.chess,Move,genMove,Long Parameter List,The method has 5 parameters. ,49
carballo,com.alonsoruibal.chess,Move,genMove,Magic Number,The method contains a magic number: 6,49
carballo,com.alonsoruibal.chess,Move,genMove,Magic Number,The method contains a magic number: 12,49
carballo,com.alonsoruibal.chess,Move,genMove,Magic Number,The method contains a magic number: 17,49
carballo,com.alonsoruibal.chess,Move,getToIndex,Magic Number,The method contains a magic number: 0x3f,53
carballo,com.alonsoruibal.chess,Move,getToSquare,Magic Number,The method contains a magic number: 0x3f,57
carballo,com.alonsoruibal.chess,Move,getFromIndex,Magic Number,The method contains a magic number: 6,61
carballo,com.alonsoruibal.chess,Move,getFromIndex,Magic Number,The method contains a magic number: 0x3f,61
carballo,com.alonsoruibal.chess,Move,getFromSquare,Magic Number,The method contains a magic number: 6,65
carballo,com.alonsoruibal.chess,Move,getFromSquare,Magic Number,The method contains a magic number: 0x3f,65
carballo,com.alonsoruibal.chess,Move,getPieceMoved,Magic Number,The method contains a magic number: 12,69
carballo,com.alonsoruibal.chess,Move,getPieceMoved,Magic Number,The method contains a magic number: 0x7,69
carballo,com.alonsoruibal.chess,Move,getMoveType,Magic Number,The method contains a magic number: 17,104
carballo,com.alonsoruibal.chess,Move,getMoveType,Magic Number,The method contains a magic number: 0xf,104
carballo,com.alonsoruibal.chess,Move,isPawnPush,Magic Number,The method contains a magic number: 16,109
carballo,com.alonsoruibal.chess,Move,isPawnPush,Magic Number,The method contains a magic number: 47,109
carballo,com.alonsoruibal.chess,Move,isPawnPush678,Long Statement,The length of the statement "return Move.getPieceMoved(move) == Piece.PAWN && (Move.getFromIndex(move) < Move.getToIndex(move) ? Move.getToIndex(move) >= 40 : Move.getToIndex(move) < 24);" is 158.,114
carballo,com.alonsoruibal.chess,Move,isPawnPush678,Magic Number,The method contains a magic number: 40,114
carballo,com.alonsoruibal.chess,Move,isPawnPush678,Magic Number,The method contains a magic number: 24,114
carballo,com.alonsoruibal.chess,Move,isPawnPush5678,Long Statement,The length of the statement "return Move.getPieceMoved(move) == Piece.PAWN && ((Move.getFromIndex(move) < Move.getToIndex(move)) == (Move.getToIndex(move) >= 32));" is 134.,119
carballo,com.alonsoruibal.chess,Move,isPawnPush5678,Magic Number,The method contains a magic number: 32,119
carballo,com.alonsoruibal.chess,Move,getFromString,Complex Conditional,The conditional expression (toIndex != (fromIndex - 8)) && (toIndex != (fromIndex + 8)) && (toIndex != (fromIndex - 16))&& (toIndex != (fromIndex + 16)) is complex.,157
